id_catalog_product,reference,name,brand,color,season,sizes,gender_segment,main_category,sub_category,article_type,score_ec,quantity
31,37812,John Players Men Navy Blue Shirt,John Players,Navy Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,3505
32,4729,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,Green,Summer,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,,5158
33,56825,John Players Men Brown Shirt,John Players,Brown,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,2399
34,39988,Gas Men Europa White Shoes,Gas,White,Winter,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,8234
35,59051,Carlton London Women Black & Gold Toned Flats,Carlton London,Black,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,,1767
36,20099,Diva Women Embroided Green Kurta,Diva,Green,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,2028
37,58183,Rocky S Women White Handbag,Rocky S,White,Summer,Unique,Women,Accessories,Bags,Handbags,,4056
38,29742,Kiara Women Teal Handbag,Kiara,Teal,Summer,Unique,Women,Accessories,Bags,Handbags,,4390
39,51658,Fossil Women Copper Chronograph Watch CH2589,Fossil,Copper,Winter,Unique,Women,Accessories,Watches,Watches,,9338
40,3954,Jealous 21 Women's Pink T-shirt,Jealous 21,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,,5893
41,18839,Peter England Men Formal Black Belt,Peter England,Black,Fall,Unique,Men,Accessories,Belts,Belts,,9292
42,2886,Catwalk Women Leather Brown Flats,Catwalk,Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,,8933
43,23278,Maxima Ssteele Men Off White Watch,Maxima Ssteele,Off White,Winter,Unique,Men,Accessories,Watches,Watches,,8013
44,28690,W Women Printed Beige Kurta,W,Beige,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,3112
45,8580,Scullers Men  Grey Waistcoat,Scullers,Grey,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Waistcoat,,7541
46,3168,Nike Men's Incinerate MSL White Blue Shoe,Nike,White,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,6735
47,18005,Puma Men Long Logo Black Bermuda,Puma,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Shorts,,5986
48,17871,Levis Men Boxer Maroon Brief,Levis,Maroon,Winter,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,,7599
49,9452,John Miller Men Stripes White Red Shirts,John Miller,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,1275
50,38402,Baggit Women Hood Dabang Black Belt,Baggit,Black,Summer,Unique,Women,Accessories,Belts,Belts,,8726
51,44984,Maxima Women White Dial Watch,Maxima,White,Winter,Unique,Women,Accessories,Watches,Watches,,3652
52,10268,Clarks Men Hang Work Leather Black Formal Shoes,Clarks,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,,2085
53,45856,Vishudh Women Brown Kurta,Vishudh,Brown,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,4443
54,32138,Playboy Men Blue Titanium Briefs,Playboy,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,,8055
55,59435,Arrow Men Black Formal Shoes,Arrow,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,,3573
56,5891,Puma Men's Stripe Polo Black T-shirt,Puma,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,1521
57,38630,Nike Women Purple Polo T-shirt,Nike,Purple,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,,4343
58,4943,Gini and Jony Boy's Kaleb White Brown Kidswear,Gini and Jony Boy's Kaleb White Brown Kidswear,White,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,8489
59,11188,Carrera Men Dial steel finish strap Silver Watches,Carrera,Silver,Winter,Unique,Men,Accessories,Watches,Watches,,7373
60,10866,Wrangler Men Motor Rider Red T-Shirts,Wrangler,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,6175
61,59607,FNF Pink & Grey Wedding Collection Sari,FNF Pink & Grey Wedding Collection Sari,Grey,Fall,"XS,S,M,L,XL",Women,Apparel,Saree,Sarees,,661
62,15528,Puma Men Scribble Black Tshirts,Puma,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4797
63,45258,CASIO EDIFICE Men Black Dial Chronograph Watch ED60,CASIO EDIFICE,Black,Winter,Unique,Men,Accessories,Watches,Watches,,1495
64,42841,French Connection Women Beige Handbag,French Connection,Beige,Summer,Unique,Women,Accessories,Bags,Handbags,,8129
65,22198,Timberland Men Black Casual Shoes,Timberland,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,9967
66,29570,Vans Men Classic Slip-On Purple & Black Shoes,Vans,Purple,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,1516
67,43993,Police Women Passion Perfume,Police,Pink,Spring,Unique,Women,Personal Care,Fragrance,Perfume and Body Mist,,8369
68,6628,ADIDAS Men's Lowell White Silver Shoe,ADIDAS,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,6939
69,54924,Do U Speak Green Men Blue Shorts,Do U Speak Green,Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Shorts,,8392
70,26538,ID Men Red Shoes,ID,Red,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,7363
71,35913,Peperone Women Black & White Handbag,Peperone,Black,Summer,Unique,Women,Accessories,Bags,Handbags,,8416
72,49495,Vans Men Khaki Shoes,Vans,Khaki,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,9029
73,9660,Indigo Nation Men Reversible Bling Pink Shirts,Indigo Nation,Pink,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,1378
74,2288,Nike Women Black T-shirt,Nike,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Tshirts,,9768
75,23876,ADIDAS Men Blue Sweatshirt,ADIDAS,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Sweatshirts,,5387
76,18237,Manchester United Men Solid Red Tshirt,Manchester United,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,5359
77,54118,Rocia Women Black Flats,Rocia,Black,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,,6831
78,2872,Catwalk Women Leather Flats,Catwalk,Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,,9071
79,49653,Mineral Women Green Top,Mineral,Green,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,,9184
80,8574,Crocs Dora Boots Pink Sandals,Crocs Dora Boots Pink Sandals,Pink,Fall,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Sandal,Sandals,,7708
81,16957,Image Men Sunglasses,Image,Black,Winter,Unique,Men,Accessories,Eyewear,Sunglasses,,5776
82,19123,Lotto Men XL Water Man Silver Slippers,Lotto,Silver,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,,2562
83,13419,United Colors of Benetton Men Solid Pink Polo T-shirts,United Colors of Benetton,Pink,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,564
84,17885,Levis Men Comfort Style Grey Innerwear Vest,Levis,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Innerwear Vests,,8506
85,43369,Reebok Men Black Possession Flip Flops,Reebok,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Flip Flops,Flip Flops,,3068
86,48781,Lucera Women Silver Pendant,Lucera,Silver,Summer,Unique,Women,Accessories,Jewellery,Pendant,,5963
87,44970,Maxima Men White Dial Analog Chronograph Watch,Maxima,White,Winter,Unique,Men,Accessories,Watches,Watches,,2527
88,56489,Streetwear Ash Nail Polish # 31,Streetwear Ash Nail Polish # 31,Bronze,Spring,Unique,Women,Personal Care,Nails,Nail Polish,,3195
89,39524,Peter England Unisex Orange Sleeve Bag,Peter England,Orange,Summer,Unique,Unisex,Accessories,Bags,Laptop Bag,,5758
90,33822,Puma Men Axis White & Grey Sports Shoes,Puma,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,6118
91,58513,Tonga Women Maroon Top,Tonga,Off White,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,,7236
92,25947,Femella Women Brown Scarf,Femella,Brown,Summer,Unique,Women,Accessories,Scarves,Scarves,,891
93,52029,Just Natural Unisex Charcoal Rain Jacket,Just Natural,Coffee Brown,Summer,"XS,S,M,L,XL",Unisex,Apparel,Topwear,Rain Jacket,,6392
94,5865,ADIDAS Men's Twelve Faster T-shirt,ADIDAS,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4061
95,39716,Arrow Woman Women Blue Dress,Arrow Woman,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Dress,Dresses,,6684
96,25349,Levis Men Red Brief,Levis,Red,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,,3599
97,11940,Ganuchi Men Casual Black Sandals,Ganuchi,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,6778
98,55802,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,SDL by Sweet Dreams,White,Summer,"XS,S,M,L,XL",Women,Apparel,Loungewear and Nightwear,Night suits,,8892
99,29584,Indigo Nation Men Printed Black T-shirt,Indigo Nation,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,3604
100,43967,DKNY Women Red Delicious Perfume,DKNY,Red,Spring,Unique,Women,Personal Care,Fragrance,Perfume and Body Mist,,7715
101,28456,Urban Yoga Women Blue Skirt With Leggings,Urban Yoga,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Skirts,,2954
102,34009,Gini and Jony Girls Black Top,Gini and Jony,Black,Summer,"XS,S,M,L,XL",Girls,Apparel,Topwear,Tops,,9496
103,19311,Nike Men Air Rift MTR White Casual Shoe,Nike,White,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,3231
104,42089,ADIDAS Men White Corona Sports Shoes,ADIDAS,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,8654
105,22950,Fastrack Unisex Black Dial Watch 9915PP13,Fastrack,Black,Winter,Unique,Unisex,Accessories,Watches,Watches,,5556
106,49461,Vans Men Blue Era Scilla Plaid Shoes,Vans,Blue,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,8610
107,8746,Crocs Kids Navy Blue Clogs,Crocs Kids Navy Blue Clogs,Navy Blue,Summer,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Flip Flops,Flip Flops,,4340
108,9694,Classic Polo Men Vulcan White Polo Tshirts,Classic Polo,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,1528
109,23882,Fila Men Destiny Grey Sports Shoes,Fila,Grey,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,7885
110,34835,ADIDAS Men Blue Chill Sports Shoes,ADIDAS,Blue,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,1002
111,15984,Turtle Check Men Yellow Shirt,Turtle Check,Yellow,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,7410
112,41268,Arrow Men Black Wallet,Arrow,Black,Summer,Unique,Men,Accessories,Wallets,Wallets,,9562
113,11518,Catwalk Women Gun Metal Grey Heels,Catwalk,Grey,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,,7438
114,14856,United Colors of Benetton Women Solid Beige Wallets,United Colors of Benetton,Beige,Summer,Unique,Women,Accessories,Wallets,Wallets,,4988
115,33648,Lotto Men Ridge Brown Sandals,Lotto,Brown,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,706
116,59297,U.S. Polo Assn. Men White & Navy Blue Shirt,U.S. Polo Assn.,White,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,5634
117,28032,Jockey ELANCE Men Bikini White Brief 1005,Jockey ELANCE,White,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,,6477
118,27846,Scullers For Her Charcoal Blazer,Scullers For Her Charcoal Blazer,Charcoal,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Blazers,,8221
119,26994,Jealous 21 Women Black Jeans,Jealous 21,Black,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Jeans,,7535
120,49839,iPanema Women Red Flip Flops,iPanema,Red,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Flip Flops,Flip Flops,,1984
121,31923,Fabindia Women Blue Silk Sling Bag,Fabindia,Blue,Summer,Unique,Women,Accessories,Bags,Handbags,,8358
122,2618,Carlton London Women Silver Wedge Sandal,Carlton London,Silver,Spring,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,,1363
123,54588,Sushilas Women Printed Green Kurta,Sushilas,Green,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Kurtas,,3290
124,49005,Lucera Women Silver Ring,Lucera,Silver,Summer,Unique,Women,Accessories,Jewellery,Ring,,7908
125,8322,Doodle Boy's Route 66 Biker Blue Teen Kidswear,Doodle Boy's Route 66 Biker Blue Teen Kidswear,Blue,Fall,"XS,S,M,L,XL",Boys,Apparel,Topwear,Tshirts,,9255
126,13841,ADIDAS Unisex Three Small Dials White Watches,ADIDAS,White,Winter,Unique,Unisex,Accessories,Watches,Watches,,5616
127,28200,Ray-Ban Men Active Lifestyle Copper Sunglasses,Ray-Ban,Copper,Winter,Unique,Men,Accessories,Eyewear,Sunglasses,,6519
128,12993,ADIDAS Kids Adispeed Black Sports Shoes,ADIDAS Kids Adispeed Black Sports Shoes,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Shoes,Sports Shoes,,2257
129,7158,Scullers Men  Green Check Shirt,Scullers,Green,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,8074
130,18495,Puma Men Fashion Cat White Slipper,Puma,White,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,6874
131,8110,Fastrack Men Economy 2 Analg Black Watch,Fastrack,Black,Winter,Unique,Men,Accessories,Watches,Watches,,7392
132,19547,United Colors of Benetton Men Solid Blue Sweatshirt,United Colors of Benetton,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Sweatshirts,,2178
133,7964,Puma Men's Large Logo Graphic Black T-shirt,Puma,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,3742
134,36934,Giorgio Armani Women Idole Perfume,Giorgio Armani,Gold,Spring,Unique,Women,Personal Care,Fragrance,Perfume and Body Mist,,5136
135,39140,Aneri Women Black & Maroon Salwar Suit,Aneri,Black,Summer,"XS,S,M,L,XL",Women,Apparel,Apparel Set,Kurta Sets,,1559
136,20851,Spice Art Women Ribbon Embroidery Red Clutch,Spice Art,Red,Winter,Unique,Women,Accessories,Bags,Clutches,,7168
137,41866,Estd. 1977 Men Beige & Green Sandals,Estd. 1977,Beige,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,3657
138,58177,Rocky S Women Brown Handbag,Rocky S,Brown,Summer,Unique,Women,Accessories,Bags,Handbags,,6415
139,44528,Coolers Men Black Sandals,Coolers,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Sandal,Sandals,,3193
140,16392,Levis Men Check Red Shirts,Levis,Red,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,4127
141,51455,Tonga Women Pink Printed Shrug,Tonga,Pink,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Shrug,,5950
142,50587,Chromozome Men Grey Briefs,Chromozome,Grey,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Briefs,,2163
143,17240,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,U.S. Polo Assn.,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,6092
144,47530,Portia Women Copper-Toned & Brown Sandals,Portia,Copper,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,,7892
145,6617,Spykar Men Black and white Check Shirt,Spykar,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,1806
146,12732,Nike Unisex Swoosh Black Backpack,Nike,Black,Fall,Unique,Unisex,Accessories,Bags,Backpacks,,7276
147,3365,Myntra Men's Brain Black T-shirt,Myntra,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,6364
148,42042,Nike Men Air Relentless 2 MSL White Sports Shoes,Nike,White,Summer,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Sports Shoes,,9974
149,23849,ADIDAS Men Black Anzo Breeze Casual Shoes,ADIDAS,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,8026
150,43190,Fastrack Women White Dial Watch,Fastrack,White,Winter,Unique,Women,Accessories,Watches,Watches,,9401
151,48578,Revv Men Steel Bracelet,Revv,Steel,Summer,Unique,Men,Accessories,Jewellery,Bracelet,,6075
152,30462,Lovable Women All Day Long Black Bra,Lovable,Black,Summer,"XS,S,M,L,XL",Women,Apparel,Innerwear,Bra,,6030
153,18208,Manchester United Men Solid White Cap,Manchester United,White,Fall,Unique,Men,Accessories,Headwear,Caps,,4913
154,54127,Rocia Women Black Heels,Rocia,Black,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Heels,,4248
155,10065,Puma Men ducati logo tee Yellow Tshirts,Puma,Yellow,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,1163
156,24250,Numero Uno Men White Casual Shoes,Numero Uno,White,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,2498
157,32335,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,Q&Q,Silver,Winter,Unique,Men,Accessories,Watches,Watches,,8494
158,25382,Levis Men White Innerwear Vest,Levis,White,Summer,"XS,S,M,L,XL",Men,Apparel,Innerwear,Innerwear Vests,,1995
159,56670,Maxima Men Black Dial Watch,Maxima,Black,Winter,Unique,Men,Accessories,Watches,Watches,,3804
160,5092,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,Wrangler,Purple,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4263
161,10859,Wrangler Men Furious Rides Navy Blue T-Shirts,Wrangler,Navy Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,5732
162,59638,FNF Green Wedding Collection Sari,FNF Green Wedding Collection Sari,Green,Fall,"XS,S,M,L,XL",Women,Apparel,Saree,Sarees,,2353
163,15517,Rockport Men LLandro Red Casual Shoes,Rockport,Red,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Casual Shoes,,7085
164,4140,Skechers Women Green Shoe,Skechers,Green,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Casual Shoes,,1791
165,36795,Maxima Men Ssteele Silver Dial Watch,Maxima,Silver,Winter,Unique,Men,Accessories,Watches,Watches,,4081
166,40527,Titan Men Gold Dial Watch,Titan,Gold,Winter,Unique,Men,Accessories,Watches,Watches,,8054
167,10257,John Miller Men Solid Type Black Trousers,John Miller,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Bottomwear,Trousers,,7780
168,24062,Locomotive Men Navy Blue Printed T-shirt,Locomotive,Navy Blue,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,2136
169,45869,Maxima Men Brown Dial Watch,Maxima,Brown,Winter,Unique,Men,Accessories,Watches,Watches,,4196
170,11385,United Colors Of Benetton Women Light Winter Black Sweatshirts,United Colors Of Benetton,Black,Fall,"XS,S,M,L,XL",Women,Apparel,Topwear,Sweatshirts,,1198
171,53130,Catwalk Women Brown Sandals,Catwalk,Brown,Winter,"36,37,38,39,40,41,42,43,44,45",Women,Footwear,Shoes,Flats,,5237
172,44187,Nike Fragrances Women 5th Element Perfume 150 ml,Nike Fragrances,White,Spring,Unique,Women,Personal Care,Fragrance,Perfume and Body Mist,,1354
173,21510,Kiara Women Graphiti White Handbag,Kiara,White,Winter,Unique,Women,Accessories,Bags,Handbags,,8664
174,51667,Louis Philippe Men Grey Sunglasses,Louis Philippe,Grey,Winter,Unique,Men,Accessories,Eyewear,Sunglasses,,6355
175,22395,Mark Taylor Men Striped Blue Shirt,Mark Taylor,Blue,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,7892
176,35322,Fabindia Women Anusuya Silver Earrings,Fabindia,Silver,Winter,Unique,Women,Accessories,Jewellery,Earrings,,7028
177,6425,Lotto Unisex Canvas Black Check Shoe,Lotto,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Shoes,Casual Shoes,,5749
178,18806,Peter England Men Casual Tan Belt,Peter England,Tan,Summer,Unique,Men,Accessories,Belts,Belts,,5672
179,23247,Arrow Men Formal Black Shoe,Arrow,Black,Fall,"36,37,38,39,40,41,42,43,44,45",Men,Footwear,Shoes,Formal Shoes,,2207
180,17072,Lino Perros Women Weaved  Grey Belt,Lino Perros,Grey,Winter,Unique,Women,Accessories,Belts,Belts,,6291
181,31782,Lee Women Paula Blue Top,Lee,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Topwear,Tops,,6035
182,42270,Vans Unisex Black & Grey Classic Shoes,Vans,Black,Summer,"36,37,38,39,40,41,42,43,44,45",Unisex,Footwear,Shoes,Casual Shoes,,5431
183,12500,United Colors of Benetton Men Short Black Shirts,United Colors of Benetton,Black,Fall,"XS,S,M,L,XL",Men,Apparel,Topwear,Shirts,,4010
184,26735,Reebok Men Pack of 2 Pirates of the Caribbean Deos,Reebok,Black,Spring,Unique,Men,Personal Care,Fragrance,Deodorant,,702
185,30650,Nike Men Printed Black T-shirt,Nike,Black,Summer,"XS,S,M,L,XL",Men,Apparel,Topwear,Tshirts,,4718
186,56026,Colorbar Soft Touch Mousse Lipstick 025,Colorbar Soft Touch Mousse Lipstick 025,Brown,Spring,Unique,Women,Personal Care,Lips,Lipstick,,9458
187,21948,Murcia Women Casual Brown Handbag,Murcia,Brown,Winter,Unique,Women,Accessories,Bags,Handbags,,4889
188,32563,ONLY Women directoire blue Trousers,ONLY,Blue,Summer,"XS,S,M,L,XL",Women,Apparel,Bottomwear,Trousers,,2827
