id_stock,id_catalog_product,size_label,quantity_available
367,74,45,976
368,75,36,539
369,75,37,539
370,75,38,539
371,75,39,539
372,75,40,539
373,75,41,539
374,75,42,539
375,75,43,538
376,75,44,538
377,75,45,538
378,76,XS,1072
379,76,S,1072
380,76,M,1072
381,76,L,1072
382,76,XL,1071
383,77,36,684
384,77,37,683
385,77,38,683
386,77,39,683
387,77,40,683
388,77,41,683
389,77,42,683
390,77,43,683
391,77,44,683
392,77,45,683
393,78,Unique,9071
394,79,36,919
395,79,37,919
396,79,38,919
397,79,39,919
398,79,40,918
399,79,41,918
400,79,42,918
401,79,43,918
402,79,44,918
403,79,45,918
404,80,XS,1542
405,80,S,1542
406,80,M,1542
407,80,L,1541
408,80,XL,1541
409,81,XS,1156
410,81,S,1155
411,81,M,1155
412,81,L,1155
413,81,XL,1155
414,82,36,257
415,82,37,257
416,82,38,256
417,82,39,256
418,82,40,256
419,82,41,256
420,82,42,256
421,82,43,256
422,82,44,256
423,82,45,256
424,83,Unique,564
425,84,Unique,8506
426,85,Unique,3068
427,86,36,597
428,86,37,597
429,86,38,597
430,86,39,596
431,86,40,596
432,86,41,596
433,86,42,596
434,86,43,596
435,86,44,596
436,86,45,596
437,87,XS,506
438,87,S,506
439,87,M,505
440,87,L,505
441,87,XL,505
442,88,Unique,3195
443,89,XS,1152
444,89,S,1152
445,89,M,1152
446,89,L,1151
447,89,XL,1151
448,90,XS,1224
449,90,S,1224
450,90,M,1224
451,90,L,1223
452,90,XL,1223
453,91,XS,1448
454,91,S,1447
455,91,M,1447
456,91,L,1447
457,91,XL,1447
458,92,XS,179
459,92,S,178
460,92,M,178
461,92,L,178
462,92,XL,178
463,93,36,640
464,93,37,640
465,93,38,639
466,93,39,639
467,93,40,639
468,93,41,639
469,93,42,639
470,93,43,639
471,93,44,639
472,93,45,639
473,94,XS,813
474,94,S,812
475,94,M,812
476,94,L,812
477,94,XL,812
478,95,XS,1337
479,95,S,1337
480,95,M,1337
481,95,L,1337
482,95,XL,1336
483,96,XS,720
484,96,S,720
485,96,M,720
486,96,L,720
487,96,XL,719
488,97,XS,1356
489,97,S,1356
490,97,M,1356
491,97,L,1355
492,97,XL,1355
493,98,36,890
494,98,37,890
495,98,38,889
496,98,39,889
497,98,40,889
498,98,41,889
499,98,42,889
500,98,43,889
501,98,44,889
502,98,45,889
503,99,36,361
504,99,37,361
505,99,38,361
506,99,39,361
507,99,40,360
508,99,41,360
509,99,42,360
510,99,43,360
511,99,44,360
512,99,45,360
513,100,Unique,7715
514,101,36,296
515,101,37,296
516,101,38,296
517,101,39,296
518,101,40,295
519,101,41,295
520,101,42,295
521,101,43,295
522,101,44,295
523,101,45,295
524,102,36,950
525,102,37,950
526,102,38,950
527,102,39,950
528,102,40,950
529,102,41,950
530,102,42,949
531,102,43,949
532,102,44,949
533,102,45,949
534,103,XS,647
535,103,S,646
536,103,M,646
537,103,L,646
538,103,XL,646
539,104,36,866
540,104,37,866
541,104,38,866
542,104,39,866
543,104,40,865
544,104,41,865
545,104,42,865
546,104,43,865
547,104,44,865
548,104,45,865
549,105,36,556
550,105,37,556
551,105,38,556
552,105,39,556
553,105,40,556
554,105,41,556
555,105,42,555
556,105,43,555
557,105,44,555
558,105,45,555
559,106,XS,1722
560,106,S,1722
561,106,M,1722
562,106,L,1722
563,106,XL,1722
564,107,Unique,4340
565,108,36,153
566,108,37,153
567,108,38,153
568,108,39,153
569,108,40,153
570,108,41,153
571,108,42,153
572,108,43,153
573,108,44,152
574,108,45,152
575,109,Unique,7885
576,110,36,101
577,110,37,101
578,110,38,100
579,110,39,100
580,110,40,100
581,110,41,100
582,110,42,100
583,110,43,100
584,110,44,100
585,110,45,100
586,111,XS,1482
587,111,S,1482
588,111,M,1482
589,111,L,1482
590,111,XL,1482
591,112,XS,1913
592,112,S,1913
593,112,M,1912
594,112,L,1912
595,112,XL,1912
596,113,XS,1488
597,113,S,1488
598,113,M,1488
599,113,L,1487
600,113,XL,1487
601,114,XS,998
602,114,S,998
603,114,M,998
604,114,L,997
605,114,XL,997
606,115,36,71
607,115,37,71
608,115,38,71
609,115,39,71
610,115,40,71
611,115,41,71
612,115,42,70
613,115,43,70
614,115,44,70
615,115,45,70
616,116,Unique,5634
617,117,36,648
618,117,37,648
619,117,38,648
620,117,39,648
621,117,40,648
622,117,41,648
623,117,42,648
624,117,43,647
625,117,44,647
626,117,45,647
627,118,XS,1645
628,118,S,1644
629,118,M,1644
630,118,L,1644
631,118,XL,1644
632,119,Unique,7535
633,120,XS,397
634,120,S,397
635,120,M,397
636,120,L,397
637,120,XL,396
638,121,Unique,8358
639,122,Unique,1363
640,123,36,329
641,123,37,329
642,123,38,329
643,123,39,329
644,123,40,329
645,123,41,329
646,123,42,329
647,123,43,329
648,123,44,329
649,123,45,329
650,124,XS,1582
651,124,S,1582
652,124,M,1582
653,124,L,1581
654,124,XL,1581
655,125,36,926
656,125,37,926
657,125,38,926
658,125,39,926
659,125,40,926
660,125,41,925
661,125,42,925
662,125,43,925
663,125,44,925
664,125,45,925
665,126,Unique,5616
666,127,XS,1304
667,127,S,1304
668,127,M,1304
669,127,L,1304
670,127,XL,1303
671,128,XS,452
672,128,S,452
673,128,M,451
674,128,L,451
675,128,XL,451
676,129,XS,1615
677,129,S,1615
678,129,M,1615
679,129,L,1615
680,129,XL,1614
681,130,Unique,6874
682,131,36,740
683,131,37,740
684,131,38,739
685,131,39,739
686,131,40,739
687,131,41,739
688,131,42,739
689,131,43,739
690,131,44,739
691,131,45,739
692,132,Unique,2178
693,133,36,375
694,133,37,375
695,133,38,374
696,133,39,374
697,133,40,374
698,133,41,374
699,133,42,374
700,133,43,374
701,133,44,374
702,133,45,374
703,134,XS,1028
704,134,S,1027
705,134,M,1027
706,134,L,1027
707,134,XL,1027
708,135,XS,312
709,135,S,312
710,135,M,312
711,135,L,312
712,135,XL,311
713,136,XS,1434
714,136,S,1434
715,136,M,1434
716,136,L,1433
717,136,XL,1433
718,137,XS,732
719,137,S,732
720,137,M,731
721,137,L,731
722,137,XL,731
723,138,36,642
724,138,37,642
725,138,38,642
726,138,39,642
727,138,40,642
728,138,41,641
729,138,42,641
730,138,43,641
731,138,44,641
732,138,45,641
733,139,XS,639
734,139,S,639
735,139,M,639
736,139,L,638
737,139,XL,638
738,140,Unique,4127
739,141,XS,1190
740,141,S,1190
741,141,M,1190
742,141,L,1190
743,141,XL,1190
744,142,36,217
745,142,37,217
746,142,38,217
747,142,39,216
748,142,40,216
749,142,41,216
750,142,42,216
751,142,43,216
752,142,44,216
753,142,45,216
754,143,36,610
755,143,37,610
756,143,38,609
757,143,39,609
758,143,40,609
759,143,41,609
760,143,42,609
761,143,43,609
762,143,44,609
763,143,45,609
764,144,Unique,7892
765,145,Unique,1806
766,146,XS,1456
767,146,S,1455
768,146,M,1455
769,146,L,1455
770,146,XL,1455
771,147,Unique,6364
772,148,36,998
773,148,37,998
774,148,38,998
775,148,39,998
776,148,40,997
777,148,41,997
778,148,42,997
779,148,43,997
780,148,44,997
781,148,45,997
782,149,XS,1606
783,149,S,1605
784,149,M,1605
785,149,L,1605
786,149,XL,1605
787,150,36,941
788,150,37,940
789,150,38,940
790,150,39,940
791,150,40,940
792,150,41,940
793,150,42,940
794,150,43,940
795,150,44,940
796,150,45,940
797,151,Unique,6075
798,152,XS,1206
799,152,S,1206
800,152,M,1206
801,152,L,1206
802,152,XL,1206
803,153,Unique,4913
804,154,XS,850
805,154,S,850
806,154,M,850
807,154,L,849
808,154,XL,849
809,155,XS,233
810,155,S,233
811,155,M,233
812,155,L,232
813,155,XL,232
814,156,XS,500
815,156,S,500
816,156,M,500
817,156,L,499
818,156,XL,499
819,157,36,850
820,157,37,850
821,157,38,850
822,157,39,850
823,157,40,849
824,157,41,849
825,157,42,849
826,157,43,849
827,157,44,849
828,157,45,849
829,158,36,200
830,158,37,200
831,158,38,200
832,158,39,200
833,158,40,200
834,158,41,199
835,158,42,199
836,158,43,199
837,158,44,199
838,158,45,199
839,159,Unique,3804
840,160,Unique,4263
841,161,XS,1147
842,161,S,1147
843,161,M,1146
844,161,L,1146
845,161,XL,1146
846,162,XS,471
847,162,S,471
848,162,M,471
849,162,L,470
850,162,XL,470
851,163,Unique,7085
852,164,XS,359
853,164,S,358
854,164,M,358
855,164,L,358
856,164,XL,358
857,165,36,409
858,165,37,408
859,165,38,408
860,165,39,408
861,165,40,408
862,165,41,408
863,165,42,408
864,165,43,408
865,165,44,408
866,165,45,408
867,166,Unique,8054
868,167,Unique,7780
869,168,XS,428
870,168,S,427
871,168,M,427
872,168,L,427
873,168,XL,427
874,169,Unique,4196
875,170,36,120
876,170,37,120
877,170,38,120
878,170,39,120
879,170,40,120
880,170,41,120
881,170,42,120
882,170,43,120
883,170,44,119
884,170,45,119
885,171,Unique,5237
886,172,36,136
887,172,37,136
888,172,38,136
889,172,39,136
890,172,40,135
891,172,41,135
892,172,42,135
893,172,43,135
894,172,44,135
895,172,45,135
896,173,Unique,8664
897,174,XS,1271
898,174,S,1271
899,174,M,1271
900,174,L,1271
901,174,XL,1271
902,175,36,790
903,175,37,790
904,175,38,789
905,175,39,789
906,175,40,789
907,175,41,789
908,175,42,789
909,175,43,789
910,175,44,789
911,175,45,789
912,176,XS,1406
913,176,S,1406
914,176,M,1406
915,176,L,1405
916,176,XL,1405
917,177,XS,1150
918,177,S,1150
919,177,M,1150
920,177,L,1150
921,177,XL,1149
922,178,Unique,5672
923,179,XS,442
924,179,S,442
925,179,M,441
926,179,L,441
927,179,XL,441
928,180,XS,1259
929,180,S,1258
930,180,M,1258
931,180,L,1258
932,180,XL,1258
933,181,36,604
934,181,37,604
935,181,38,604
936,181,39,604
937,181,40,604
938,181,41,603
939,181,42,603
940,181,43,603
941,181,44,603
942,181,45,603
943,182,XS,1087
944,182,S,1086
945,182,M,1086
946,182,L,1086
947,182,XL,1086
948,183,Unique,4010
949,184,XS,141
950,184,S,141
951,184,M,140
952,184,L,140
953,184,XL,140
954,185,XS,944
955,185,S,944
956,185,M,944
957,185,L,943
958,185,XL,943
959,186,XS,1892
960,186,S,1892
961,186,M,1892
962,186,L,1891
963,186,XL,1891
964,187,XS,978
965,187,S,978
966,187,M,978
967,187,L,978
968,187,XL,977
969,188,XS,566
970,188,S,566
971,188,M,565
972,188,L,565
973,188,XL,565
974,189,Unique,8504
975,190,XS,687
976,190,S,686
977,190,M,686
978,190,L,686
979,190,XL,686
980,191,XS,1656
981,191,S,1656
982,191,M,1655
983,191,L,1655
984,191,XL,1655
985,192,36,70
986,192,37,70
987,192,38,70
988,192,39,70
989,192,40,70
990,192,41,70
991,192,42,70
992,192,43,69
993,192,44,69
994,192,45,69
995,193,XS,1525
996,193,S,1525
997,193,M,1525
998,193,L,1525
999,193,XL,1525
1000,194,Unique,2430
1001,195,XS,1358
1002,195,S,1358
1003,195,M,1357
1004,195,L,1357
1005,195,XL,1357
1006,196,36,930
1007,196,37,930
1008,196,38,930
1009,196,39,930
1010,196,40,930
1011,196,41,930
1012,196,42,930
1013,196,43,930
1014,196,44,930
1015,196,45,930
1016,197,XS,1968
1017,197,S,1968
1018,197,M,1968
1019,197,L,1968
1020,197,XL,1967
1021,198,36,479
1022,198,37,479
1023,198,38,478
1024,198,39,478
1025,198,40,478
1026,198,41,478
1027,198,42,478
1028,198,43,478
1029,198,44,478
1030,198,45,478
1031,199,Unique,3011
1032,200,XS,232
1033,200,S,232
1034,200,M,232
1035,200,L,232
1036,200,XL,231
1037,201,Unique,3311
1038,202,XS,1520
1039,202,S,1520
1040,202,M,1520
1041,202,L,1519
1042,202,XL,1519
1043,203,Unique,7046
1044,204,XS,498
1045,204,S,497
1046,204,M,497
1047,204,L,497
1048,204,XL,497
1049,205,XS,1768
1050,205,S,1768
1051,205,M,1768
1052,205,L,1767
1053,205,XL,1767
1054,206,36,342
1055,206,37,341
1056,206,38,341
1057,206,39,341
1058,206,40,341
1059,206,41,341
1060,206,42,341
1061,206,43,341
1062,206,44,341
1063,206,45,341
1064,207,36,224
1065,207,37,224
1066,207,38,224
1067,207,39,224
1068,207,40,223
1069,207,41,223
1070,207,42,223
1071,207,43,223
1072,207,44,223
1073,207,45,223
1074,208,XS,469
1075,208,S,469
1076,208,M,469
1077,208,L,468
1078,208,XL,468
1079,209,XS,1836
1080,209,S,1836
1081,209,M,1836
1082,209,L,1836
1083,209,XL,1836
1084,210,36,348
1085,210,37,348
1086,210,38,348
1087,210,39,348
1088,210,40,348
1089,210,41,348
1090,210,42,347
1091,210,43,347
1092,210,44,347
1093,210,45,347
1094,211,XS,492
1095,211,S,492
1096,211,M,492
1097,211,L,492
1098,211,XL,491
1099,212,XS,1252
1100,212,S,1252
1101,212,M,1252
1102,212,L,1252
1103,212,XL,1251
1104,213,Unique,7194
1105,214,XS,577
1106,214,S,577
1107,214,M,577
1108,214,L,577
1109,214,XL,577
1110,215,36,524
1111,215,37,524
1112,215,38,524
1113,215,39,524
1114,215,40,524
1115,215,41,524
1116,215,42,523
1117,215,43,523
1118,215,44,523
1119,215,45,523
1120,216,Unique,2302
1121,217,XS,1731
1122,217,S,1731
1123,217,M,1731
1124,217,L,1731
1125,217,XL,1731
1126,218,XS,1724
1127,218,S,1724
1128,218,M,1724
1129,218,L,1724
1130,218,XL,1724
1131,219,Unique,7116
1132,220,36,604
1133,220,37,604
1134,220,38,604
1135,220,39,604
1136,220,40,603
1137,220,41,603
1138,220,42,603
1139,220,43,603
1140,220,44,603
1141,220,45,603
1142,221,36,457
1143,221,37,456
1144,221,38,456
1145,221,39,456
1146,221,40,456
1147,221,41,456
1148,221,42,456
1149,221,43,456
1150,221,44,456
1151,221,45,456
1152,222,XS,153
1153,222,S,153
1154,222,M,152
1155,222,L,152
1156,222,XL,152
1157,223,XS,1358
1158,223,S,1358
1159,223,M,1357
1160,223,L,1357
1161,223,XL,1357
1162,224,XS,1863
1163,224,S,1863
1164,224,M,1863
1165,224,L,1863
1166,224,XL,1863
1167,225,XS,1942
1168,225,S,1942
1169,225,M,1942
1170,225,L,1941
1171,225,XL,1941
1172,226,Unique,2549
1173,227,XS,1185
1174,227,S,1185
1175,227,M,1185
1176,227,L,1184
1177,227,XL,1184
1178,228,36,505
1179,228,37,505
1180,228,38,505
1181,228,39,505
1182,228,40,505
1183,228,41,505
1184,228,42,505
1185,228,43,505
1186,228,44,504
1187,228,45,504
1188,229,36,361
1189,229,37,361
1190,229,38,361
1191,229,39,361
1192,229,40,361
1193,229,41,361
1194,229,42,361
1195,229,43,361
1196,229,44,360
1197,229,45,360
1198,230,36,766
1199,230,37,766
1200,230,38,766
1201,230,39,766
1202,230,40,766
1203,230,41,766
1204,230,42,766
1205,230,43,766
1206,230,44,765
1207,230,45,765
1208,231,36,790
1209,231,37,790
1210,231,38,790
1211,231,39,790
1212,231,40,790
1213,231,41,790
1214,231,42,790
1215,231,43,790
1216,231,44,790
1217,231,45,790
1218,232,XS,734
1219,232,S,734
1220,232,M,734
1221,232,L,734
1222,232,XL,734
1223,233,Unique,2755
1224,234,Unique,1654
1225,235,36,500
1226,235,37,500
1227,235,38,500
1228,235,39,500
1229,235,40,500
1230,235,41,500
1231,235,42,500
1232,235,43,500
1233,235,44,500
1234,235,45,499
1235,236,36,680
1236,236,37,680
1237,236,38,680
1238,236,39,680
1239,236,40,680
1240,236,41,679
1241,236,42,679
1242,236,43,679
1243,236,44,679
1244,236,45,679
1245,237,Unique,6697
1246,238,XS,430
1247,238,S,430
1248,238,M,430
1249,238,L,429
1250,238,XL,429
1251,239,36,604
1252,239,37,604
1253,239,38,604
1254,239,39,604
1255,239,40,604
1256,239,41,604
1257,239,42,604
1258,239,43,604
1259,239,44,604
1260,239,45,603
1261,240,XS,940
1262,240,S,940
1263,240,M,940
1264,240,L,940
1265,240,XL,939
1266,241,36,895
1267,241,37,895
1268,241,38,895
1269,241,39,895
1270,241,40,895
1271,241,41,894
1272,241,42,894
1273,241,43,894
1274,241,44,894
1275,241,45,894
1276,242,XS,612
1277,242,S,612
1278,242,M,611
1279,242,L,611
1280,242,XL,611
1281,243,XS,1219
1282,243,S,1219
1283,243,M,1218
1284,243,L,1218
1285,243,XL,1218
1286,244,XS,120
1287,244,S,120
1288,244,M,120
1289,244,L,119
1290,244,XL,119
1291,245,36,270
1292,245,37,270
1293,245,38,270
1294,245,39,270
1295,245,40,270
1296,245,41,270
1297,245,42,270
1298,245,43,270
1299,245,44,270
1300,245,45,270
1301,246,XS,693
1302,246,S,692
1303,246,M,692
1304,246,L,692
1305,246,XL,692
1306,247,XS,1095
1307,247,S,1095
1308,247,M,1095
1309,247,L,1094
1310,247,XL,1094
1311,248,XS,987
1312,248,S,987
1313,248,M,987
1314,248,L,986
1315,248,XL,986
1316,249,36,337
1317,249,37,337
1318,249,38,337
1319,249,39,337
1320,249,40,337
1321,249,41,337
1322,249,42,337
1323,249,43,337
1324,249,44,337
1325,249,45,336
1326,250,XS,292
1327,250,S,291
1328,250,M,291
1329,250,L,291
1330,250,XL,291
1331,251,XS,1771
1332,251,S,1771
1333,251,M,1770
1334,251,L,1770
1335,251,XL,1770
1336,252,36,620
1337,252,37,620
1338,252,38,620
1339,252,39,620
1340,252,40,620
1341,252,41,620
1342,252,42,620
1343,252,43,620
1344,252,44,620
1345,252,45,619
1346,253,XS,1489
1347,253,S,1489
1348,253,M,1489
1349,253,L,1489
1350,253,XL,1488
1351,254,XS,999
1352,254,S,999
1353,254,M,999
1354,254,L,998
1355,254,XL,998
1356,255,Unique,9992
1357,256,36,542
1358,256,37,541
1359,256,38,541
1360,256,39,541
1361,256,40,541
1362,256,41,541
1363,256,42,541
1364,256,43,541
1365,256,44,541
1366,256,45,541
1367,257,XS,898
1368,257,S,898
1369,257,M,897
1370,257,L,897
1371,257,XL,897
1372,258,XS,1303
1373,258,S,1303
1374,258,M,1303
1375,258,L,1303
1376,258,XL,1303
1377,259,36,172
1378,259,37,172
1379,259,38,172
1380,259,39,172
1381,259,40,172
1382,259,41,172
1383,259,42,172
1384,259,43,172
1385,259,44,171
1386,259,45,171
1387,260,Unique,4996
1388,261,XS,1047
1389,261,S,1047
1390,261,M,1047
1391,261,L,1047
1392,261,XL,1047
1393,262,XS,1011
1394,262,S,1011
1395,262,M,1011
1396,262,L,1011
1397,262,XL,1011
1398,263,XS,1930
1399,263,S,1929
1400,263,M,1929
1401,263,L,1929
1402,263,XL,1929
1403,264,Unique,8550
1404,265,XS,790
1405,265,S,789
1406,265,M,789
1407,265,L,789
1408,265,XL,789
1409,266,Unique,1545
1410,267,XS,1479
1411,267,S,1479
1412,267,M,1479
1413,267,L,1478
1414,267,XL,1478
1415,268,XS,439
1416,268,S,439
1417,268,M,439
1418,268,L,438
1419,268,XL,438
1420,269,36,394
1421,269,37,394
1422,269,38,394
1423,269,39,394
1424,269,40,394
1425,269,41,394
1426,269,42,393
1427,269,43,393
1428,269,44,393
1429,269,45,393
1430,270,36,926
1431,270,37,926
1432,270,38,926
1433,270,39,926
1434,270,40,925
1435,270,41,925
1436,270,42,925
1437,270,43,925
1438,270,44,925
1439,270,45,925
1440,271,XS,1279
1441,271,S,1279
1442,271,M,1279
1443,271,L,1279
1444,271,XL,1279
1445,272,XS,771
1446,272,S,771
1447,272,M,771
1448,272,L,771
1449,272,XL,770
1450,273,36,73
1451,273,37,73
1452,273,38,73
1453,273,39,73
1454,273,40,73
1455,273,41,72
1456,273,42,72
1457,273,43,72
1458,273,44,72
1459,273,45,72
1460,274,36,540
1461,274,37,540
1462,274,38,540
1463,274,39,539
1464,274,40,539
1465,274,41,539
1466,274,42,539
1467,274,43,539
1468,274,44,539
1469,274,45,539
1470,275,36,753
1471,275,37,753
1472,275,38,752
1473,275,39,752
1474,275,40,752
1475,275,41,752
1476,275,42,752
1477,275,43,752
1478,275,44,752
1479,275,45,752
1480,276,XS,1931
1481,276,S,1930
1482,276,M,1930
1483,276,L,1930
1484,276,XL,1930
1485,277,XS,1220
1486,277,S,1220
1487,277,M,1220
1488,277,L,1220
1489,277,XL,1220
1490,278,XS,1700
1491,278,S,1699
1492,278,M,1699
1493,278,L,1699
1494,278,XL,1699
1495,279,XS,1902
1496,279,S,1902
1497,279,M,1901
1498,279,L,1901
1499,279,XL,1901
1500,280,Unique,8183
1501,281,Unique,5142
1502,282,XS,1636
1503,282,S,1636
1504,282,M,1636
1505,282,L,1636
1506,282,XL,1635
1507,283,XS,1742
1508,283,S,1742
1509,283,M,1742
1510,283,L,1741
1511,283,XL,1741
1512,284,XS,1568
1513,284,S,1568
1514,284,M,1568
1515,284,L,1568
1516,284,XL,1567
1517,285,XS,1987
1518,285,S,1987
1519,285,M,1987
1520,285,L,1987
1521,285,XL,1987
1522,286,XS,541
1523,286,S,541
1524,286,M,541
1525,286,L,541
1526,286,XL,541
1527,287,XS,314
1528,287,S,314
1529,287,M,314
1530,287,L,314
1531,287,XL,313
1532,288,XS,789
1533,288,S,789
1534,288,M,789
1535,288,L,789
1536,288,XL,788
1537,289,XS,312
1538,289,S,312
1539,289,M,312
1540,289,L,312
1541,289,XL,312
1542,290,XS,566
1543,290,S,566
1544,290,M,565
1545,290,L,565
1546,290,XL,565
1547,291,XS,784
1548,291,S,784
1549,291,M,784
1550,291,L,784
1551,291,XL,784
1552,292,36,81
1553,292,37,80
1554,292,38,80
1555,292,39,80
1556,292,40,80
1557,292,41,80
1558,292,42,80
1559,292,43,80
1560,292,44,80
1561,292,45,80
